Algorithm,Instance,Run,Time.s,Accuracy
Proposed,Inst529,24,103.9,0.86
Proposed,Inst529,25,125.8,0.884
Proposed,Inst529,26,141.4,0.91
Proposed,Inst529,27,153.8,0.906
Proposed,Inst529,28,101.8,0.864
Proposed,Inst529,29,39.49,0.9
Proposed,Inst529,30,85.02,0.882
Proposed,Inst530,1,95.48,0.872
Proposed,Inst530,2,99.41,0.894
Proposed,Inst530,3,110.9,0.878
Proposed,Inst530,4,105.7,0.887
Proposed,Inst530,5,103.7,0.845
Proposed,Inst530,6,60.36,0.866
Proposed,Inst530,7,113.4,0.888
Proposed,Inst530,8,124.4,0.848
Proposed,Inst530,9,113.4,0.848
Proposed,Inst530,10,121.6,0.882
Proposed,Inst530,11,45.13,0.871
Proposed,Inst530,12,130.9,0.87
Proposed,Inst530,13,123.7,0.857
Proposed,Inst530,14,136.7,0.871
Proposed,Inst530,15,95.88,0.847
Proposed,Inst530,16,122.4,0.848
Proposed,Inst530,17,87.64,0.897
Proposed,Inst530,18,101.8,0.888
Proposed,Inst530,19,102.3,0.906
Proposed,Inst530,20,109.2,0.876
Proposed,Inst530,21,108,0.892
Proposed,Inst530,22,136.2,0.861
Proposed,Inst530,23,112.3,0.869
Proposed,Inst530,24,144.4,0.907
Proposed,Inst530,25,149.4,0.853
Proposed,Inst530,26,120.3,0.858
Proposed,Inst530,27,38.92,0.882
Proposed,Inst530,28,119.2,0.836
Proposed,Inst530,29,103.2,0.842
Proposed,Inst530,30,63.84,0.87
Proposed,Inst531,1,108,0.929
Proposed,Inst531,2,83.15,0.902
Proposed,Inst531,3,105.2,0.855
Proposed,Inst531,4,99.07,0.912
Proposed,Inst531,5,113.4,0.908
Proposed,Inst531,6,102.9,0.898
Proposed,Inst531,7,125.2,0.9
Proposed,Inst531,8,167.2,0.861
Proposed,Inst531,9,102.4,0.882
Proposed,Inst531,10,93.15,0.878
Proposed,Inst531,11,106.2,0.873
Proposed,Inst531,12,119.4,0.86
Proposed,Inst531,13,92.44,0.883
Proposed,Inst531,14,125.8,0.914
Proposed,Inst531,15,105.8,0.908
Proposed,Inst531,16,134,0.89
Proposed,Inst531,17,133.9,0.912
Proposed,Inst531,18,102.6,0.923
Proposed,Inst531,19,84.09,0.923
Proposed,Inst531,20,99.66,0.913
Proposed,Inst531,21,142.6,0.907
Proposed,Inst531,22,107.7,0.899
Proposed,Inst531,23,100.6,0.879
Proposed,Inst531,24,157.5,0.872
Proposed,Inst531,25,116.7,0.889
Proposed,Inst531,26,71.56,0.873
Proposed,Inst531,27,75.09,0.897
Proposed,Inst531,28,107.5,0.914
Proposed,Inst531,29,130.7,0.904
Proposed,Inst531,30,124.7,0.904
Proposed,Inst532,1,101.4,0.849
Proposed,Inst532,2,102.5,0.871
Proposed,Inst532,3,43.01,0.837
Proposed,Inst532,4,9.818,0.873
Proposed,Inst532,5,104.6,0.843
Proposed,Inst532,6,70.43,0.872
Proposed,Inst532,7,49.44,0.865
Proposed,Inst532,8,34.88,0.867
Proposed,Inst532,9,43.48,0.859
Proposed,Inst532,10,49.3,0.881
Proposed,Inst532,11,27.92,0.85
Proposed,Inst532,12,77.36,0.886
Proposed,Inst532,13,96.95,0.848
Proposed,Inst532,14,100.9,0.853
Proposed,Inst532,15,43.51,0.889
Proposed,Inst532,16,53.63,0.891
Proposed,Inst532,17,32.04,0.872
Proposed,Inst532,18,59.55,0.902
Proposed,Inst532,19,119,0.884
Proposed,Inst532,20,56.39,0.833
Proposed,Inst532,21,75.99,0.825
Proposed,Inst532,22,66.27,0.866
Proposed,Inst532,23,58.87,0.885
Proposed,Inst532,24,24.3,0.864
Proposed,Inst532,25,101,0.908
Proposed,Inst532,26,35.86,0.834
Proposed,Inst532,27,63.45,0.853
Proposed,Inst532,28,83.02,0.869
Proposed,Inst532,29,69.48,0.813
Proposed,Inst532,30,44.11,0.85
Proposed,Inst533,1,101.1,0.823
Proposed,Inst533,2,121.9,0.819
Proposed,Inst533,3,48.96,0.811
Proposed,Inst533,4,87.66,0.802
Proposed,Inst533,5,72.28,0.805
Proposed,Inst533,6,118.5,0.835
Proposed,Inst533,7,124.1,0.814
Proposed,Inst533,8,76.19,0.816
Proposed,Inst533,9,149.1,0.776
Proposed,Inst533,10,131.4,0.82
Proposed,Inst533,11,41.87,0.824
Proposed,Inst533,12,107.5,0.817
Proposed,Inst533,13,129.4,0.81
Proposed,Inst533,14,113,0.801
Proposed,Inst533,15,124.3,0.819
Proposed,Inst533,16,138.5,0.803
Proposed,Inst533,17,136.5,0.814
Proposed,Inst533,18,73.86,0.835
Proposed,Inst533,19,92.22,0.839
Proposed,Inst533,20,101.3,0.804
Proposed,Inst533,21,65.99,0.825
Proposed,Inst533,22,114.4,0.841
Proposed,Inst533,23,61.59,0.822
Proposed,Inst533,24,48.74,0.828
Proposed,Inst533,25,108.8,0.856
Proposed,Inst533,26,115.7,0.828
Proposed,Inst533,27,87.68,0.788
Proposed,Inst533,28,113.6,0.828
Proposed,Inst533,29,90.79,0.861
Proposed,Inst533,30,112.7,0.809
Proposed,Inst534,1,55.55,0.871
Proposed,Inst534,2,80.72,0.867
Proposed,Inst534,3,66.72,0.86
Proposed,Inst534,4,32.98,0.877
Proposed,Inst534,5,113.8,0.848
Proposed,Inst534,6,17.81,0.916
Proposed,Inst534,7,98.13,0.888
Proposed,Inst534,8,118.7,0.857
Proposed,Inst534,9,90.31,0.879
Proposed,Inst534,10,89.65,0.86
Proposed,Inst534,11,100.9,0.876
Proposed,Inst534,12,90.23,0.873
Proposed,Inst534,13,68.48,0.879
Proposed,Inst534,14,53.72,0.819
Proposed,Inst534,15,131.6,0.863
Proposed,Inst534,16,58.69,0.89
Proposed,Inst534,17,125,0.884
Proposed,Inst534,18,33.65,0.879
Proposed,Inst534,19,63.14,0.868
Proposed,Inst534,20,95.78,0.864
Proposed,Inst534,21,76.79,0.844
Proposed,Inst534,22,84.86,0.864
Proposed,Inst534,23,123.9,0.873
Proposed,Inst534,24,37.76,0.856
Proposed,Inst534,25,54.68,0.856
Proposed,Inst534,26,46.92,0.867
Proposed,Inst534,27,73.03,0.897
Proposed,Inst534,28,37.99,0.883
Proposed,Inst534,29,132.7,0.837
Proposed,Inst534,30,59.08,0.869
Proposed,Inst535,1,130.4,0.918
Proposed,Inst535,2,153.9,0.886
Proposed,Inst535,3,133.7,0.882
Proposed,Inst535,4,128.3,0.874
Proposed,Inst535,5,133.8,0.872
Proposed,Inst535,6,131.7,0.918
Proposed,Inst535,7,112.4,0.877
Proposed,Inst535,8,163.9,0.862
Proposed,Inst535,9,96.85,0.903
Proposed,Inst535,10,129.8,0.85
Proposed,Inst535,11,112.9,0.871
Proposed,Inst535,12,107,0.849
Proposed,Inst535,13,119.1,0.866
Proposed,Inst535,14,108.1,0.914
Proposed,Inst535,15,134.9,0.872
Proposed,Inst535,16,101.2,0.88
Proposed,Inst535,17,215.7,0.866
Proposed,Inst535,18,119.5,0.89
Proposed,Inst535,19,97.45,0.869
Proposed,Inst535,20,121.4,0.859
Proposed,Inst535,21,163.3,0.864
Proposed,Inst535,22,133.7,0.849
Proposed,Inst535,23,185.8,0.86
Proposed,Inst535,24,143.4,0.852
Proposed,Inst535,25,109.6,0.839
Proposed,Inst535,26,111.5,0.875
Proposed,Inst535,27,119.2,0.866
Proposed,Inst535,28,148.8,0.852
Proposed,Inst535,29,111.4,0.879
Proposed,Inst535,30,165.9,0.889
Proposed,Inst536,1,148.3,0.916
Proposed,Inst536,2,83.11,0.904
Proposed,Inst536,3,103.8,0.9
Proposed,Inst536,4,133.6,0.865
Proposed,Inst536,5,44.95,0.885
Proposed,Inst536,6,124.4,0.912
Proposed,Inst536,7,59.41,0.871
Proposed,Inst536,8,81.31,0.884
Proposed,Inst536,9,67.38,0.887
Proposed,Inst536,10,96.77,0.869
Proposed,Inst536,11,86.6,0.9
Proposed,Inst536,12,107.3,0.866
Proposed,Inst536,13,88.07,0.907
Proposed,Inst536,14,41.85,0.889
Proposed,Inst536,15,41.93,0.878
Proposed,Inst536,16,105.2,0.903
Proposed,Inst536,17,129.8,0.869
Proposed,Inst536,18,111.3,0.869
Proposed,Inst536,19,74.76,0.873
Proposed,Inst536,20,39.92,0.867
Proposed,Inst536,21,73.92,0.9
Proposed,Inst536,22,69.72,0.911
Proposed,Inst536,23,95.29,0.881
Proposed,Inst536,24,63.29,0.868
Proposed,Inst536,25,81.43,0.888
Proposed,Inst536,26,94.46,0.894
Proposed,Inst536,27,45.09,0.889
Proposed,Inst536,28,57.99,0.873
Proposed,Inst536,29,69.17,0.906
Proposed,Inst536,30,-16.72,0.919
Proposed,Inst537,1,37.05,0.831
Proposed,Inst537,2,92.72,0.826
Proposed,Inst537,3,60.85,0.843
Proposed,Inst537,4,87.31,0.821
Proposed,Inst537,5,67.23,0.815
Proposed,Inst537,6,69.26,0.845
Proposed,Inst537,7,75.78,0.813
Proposed,Inst537,8,45.1,0.868
Proposed,Inst537,9,55.71,0.83
Proposed,Inst537,10,70.7,0.868
Proposed,Inst537,11,74.67,0.84
Proposed,Inst537,12,86.58,0.817
Proposed,Inst537,13,99.17,0.811
Proposed,Inst537,14,95.29,0.809
Proposed,Inst537,15,63.01,0.873
Proposed,Inst537,16,118.2,0.824
Proposed,Inst537,17,75.8,0.832
Proposed,Inst537,18,96.64,0.85
Proposed,Inst537,19,42.86,0.808
Proposed,Inst537,20,41.71,0.831
Proposed,Inst537,21,6.017,0.843
Proposed,Inst537,22,150.9,0.862
Proposed,Inst537,23,79.31,0.842
Proposed,Inst537,24,107.8,0.836
Proposed,Inst537,25,67.67,0.825
Proposed,Inst537,26,78.02,0.839
Proposed,Inst537,27,102,0.851
Proposed,Inst537,28,55.89,0.801
Proposed,Inst537,29,31.77,0.855
Proposed,Inst537,30,122.2,0.862
Proposed,Inst538,1,116.6,0.859
Proposed,Inst538,2,85.79,0.897
Proposed,Inst538,3,106,0.899
Proposed,Inst538,4,105.6,0.898
Proposed,Inst538,5,88.73,0.88
Proposed,Inst538,6,54.23,0.875
Proposed,Inst538,7,103.1,0.877
Proposed,Inst538,8,88.73,0.863
Proposed,Inst538,9,125.4,0.846
Proposed,Inst538,10,91.19,0.881
Proposed,Inst538,11,89.12,0.885
Proposed,Inst538,12,71.11,0.865
Proposed,Inst538,13,122.6,0.849
Proposed,Inst538,14,109.9,0.891
Proposed,Inst538,15,42.65,0.906
Proposed,Inst538,16,64.16,0.854
Proposed,Inst538,17,75.3,0.865
Proposed,Inst538,18,119.2,0.856
Proposed,Inst538,19,127.1,0.873
Proposed,Inst538,20,88.21,0.871
Proposed,Inst538,21,94.46,0.875
Proposed,Inst538,22,59.6,0.842
Proposed,Inst538,23,66.04,0.852
Proposed,Inst538,24,130.4,0.86
Proposed,Inst538,25,125.5,0.845
Proposed,Inst538,26,46.93,0.891
Proposed,Inst538,27,108.9,0.878
Proposed,Inst538,28,100.5,0.879
Proposed,Inst538,29,124,0.837
Proposed,Inst538,30,136.1,0.909
Proposed,Inst539,1,46.62,0.839
Proposed,Inst539,2,32.62,0.841
Proposed,Inst539,3,72.54,0.88
Proposed,Inst539,4,62.66,0.781
Proposed,Inst539,5,59.33,0.875
Proposed,Inst539,6,86.42,0.838
Proposed,Inst539,7,39.37,0.834
Proposed,Inst539,8,44.9,0.835
Proposed,Inst539,9,94.36,0.855
Proposed,Inst539,10,42.98,0.826
Proposed,Inst539,11,-73,0.84
Proposed,Inst539,12,39.28,0.849
Proposed,Inst539,13,57.04,0.817
Proposed,Inst539,14,3.605,0.837
Proposed,Inst539,15,30.25,0.847
Proposed,Inst539,16,69.02,0.825
Proposed,Inst539,17,79.81,0.826
Proposed,Inst539,18,66.64,0.844
Proposed,Inst539,19,48.34,0.838
Proposed,Inst539,20,32.21,0.846
Proposed,Inst539,21,-2.348,0.805
Proposed,Inst539,22,29.24,0.882
Proposed,Inst539,23,68.78,0.845
Proposed,Inst539,24,22,0.817
Proposed,Inst539,25,-16.68,0.84
Proposed,Inst539,26,69.82,0.863
Proposed,Inst539,27,77.92,0.852
Proposed,Inst539,28,51.42,0.876
Proposed,Inst539,29,93.49,0.85
Proposed,Inst539,30,38.65,0.86
Proposed,Inst540,1,80.93,0.924
Proposed,Inst540,2,167.6,0.886
Proposed,Inst540,3,120.2,0.893
Proposed,Inst540,4,135.9,0.904
Proposed,Inst540,5,99.84,0.863
Proposed,Inst540,6,152.9,0.861
Proposed,Inst540,7,78.57,0.902
Proposed,Inst540,8,147.9,0.866
Proposed,Inst540,9,121,0.87
Proposed,Inst540,10,77.75,0.885
Proposed,Inst540,11,111.2,0.899
Proposed,Inst540,12,95.71,0.905
Proposed,Inst540,13,170.7,0.872
Proposed,Inst540,14,57.79,0.889
Proposed,Inst540,15,110.1,0.901
Proposed,Inst540,16,143.8,0.902
Proposed,Inst540,17,121.1,0.868
Proposed,Inst540,18,51.06,0.88
Proposed,Inst540,19,119.4,0.881
Proposed,Inst540,20,123.1,0.93
Proposed,Inst540,21,110.8,0.89
Proposed,Inst540,22,161,0.895
Proposed,Inst540,23,69.99,0.891
Proposed,Inst540,24,109,0.938
Proposed,Inst540,25,137.5,0.914
Proposed,Inst540,26,137.4,0.911
Proposed,Inst540,27,144.9,0.876
Proposed,Inst540,28,148.8,0.902
Proposed,Inst540,29,65.81,0.904
Proposed,Inst540,30,115.5,0.901
Proposed,Inst541,1,140.9,0.82
Proposed,Inst541,2,141.7,0.827
Proposed,Inst541,3,63.88,0.822
Proposed,Inst541,4,64.99,0.812
Proposed,Inst541,5,75.92,0.878
Proposed,Inst541,6,61.28,0.886
Proposed,Inst541,7,122.2,0.839
Proposed,Inst541,8,79.4,0.848
Proposed,Inst541,9,53.46,0.832
Proposed,Inst541,10,58.56,0.875
Proposed,Inst541,11,124.8,0.798
Proposed,Inst541,12,125.9,0.855
Proposed,Inst541,13,109.3,0.85
Proposed,Inst541,14,108.2,0.864
Proposed,Inst541,15,67.08,0.826
Proposed,Inst541,16,111.9,0.817
Proposed,Inst541,17,86.48,0.849
Proposed,Inst541,18,77.13,0.816
Proposed,Inst541,19,78.33,0.836
Proposed,Inst541,20,109.1,0.816
Proposed,Inst541,21,117.4,0.846
Proposed,Inst541,22,131.4,0.822
Proposed,Inst541,23,53.51,0.876
Proposed,Inst541,24,78.73,0.837
Proposed,Inst541,25,131,0.847
Proposed,Inst541,26,53.23,0.817
Proposed,Inst541,27,82.25,0.871
Proposed,Inst541,28,131.7,0.836
Proposed,Inst541,29,78.08,0.832
Proposed,Inst541,30,91.31,0.855
Proposed,Inst542,1,200.4,0.842
Proposed,Inst542,2,194.4,0.873
Proposed,Inst542,3,136.7,0.874
Proposed,Inst542,4,117.7,0.875
Proposed,Inst542,5,197.7,0.829
Proposed,Inst542,6,151.8,0.819
Proposed,Inst542,7,158.3,0.862
Proposed,Inst542,8,104.2,0.847
Proposed,Inst542,9,107.2,0.866
Proposed,Inst542,10,104.2,0.86
Proposed,Inst542,11,113.5,0.879
Proposed,Inst542,12,157.4,0.865
Proposed,Inst542,13,104.2,0.9
Proposed,Inst542,14,130.2,0.864
Proposed,Inst542,15,115.7,0.868
Proposed,Inst542,16,155.9,0.867
Proposed,Inst542,17,141.6,0.823
Proposed,Inst542,18,141.3,0.878
Proposed,Inst542,19,110.3,0.91
Proposed,Inst542,20,197.9,0.878
Proposed,Inst542,21,119.7,0.851
Proposed,Inst542,22,144.1,0.868
Proposed,Inst542,23,73.48,0.87
Proposed,Inst542,24,93.86,0.847
Proposed,Inst542,25,175.9,0.874
Proposed,Inst542,26,157.3,0.86
Proposed,Inst542,27,110.9,0.839
Proposed,Inst542,28,156,0.907
Proposed,Inst542,29,127.4,0.891
Proposed,Inst542,30,101,0.915
Proposed,Inst543,1,113.5,0.885
Proposed,Inst543,2,79.19,0.837
Proposed,Inst543,3,58.42,0.845
Proposed,Inst543,4,81.73,0.831
Proposed,Inst543,5,77.31,0.853
Proposed,Inst543,6,98.97,0.842
Proposed,Inst543,7,103.6,0.838
Proposed,Inst543,8,143.7,0.855
Proposed,Inst543,9,75.93,0.833
Proposed,Inst543,10,93.4,0.87
Proposed,Inst543,11,80.99,0.828
Proposed,Inst543,12,49.85,0.849
Proposed,Inst543,13,98.53,0.838
Proposed,Inst543,14,48.2,0.857
Proposed,Inst543,15,53.61,0.847
Proposed,Inst543,16,91.59,0.869
Proposed,Inst543,17,143.5,0.876
Proposed,Inst543,18,72.41,0.859
Proposed,Inst543,19,100,0.9
Proposed,Inst543,20,125.4,0.813
Proposed,Inst543,21,81.46,0.827
Proposed,Inst543,22,120.2,0.853
Proposed,Inst543,23,126.9,0.867
Proposed,Inst543,24,127.9,0.834
Proposed,Inst543,25,144.6,0.844
Proposed,Inst543,26,69.93,0.861
Proposed,Inst543,27,77.31,0.844
Proposed,Inst543,28,142.6,0.858
Proposed,Inst543,29,132.5,0.834
Proposed,Inst543,30,116.4,0.805
Proposed,Inst544,1,87.01,0.847
Proposed,Inst544,2,25.86,0.876
Proposed,Inst544,3,159.5,0.877
Proposed,Inst544,4,87.51,0.881
Proposed,Inst544,5,104.2,0.871
Proposed,Inst544,6,127.8,0.869
Proposed,Inst544,7,115.7,0.867
Proposed,Inst544,8,118.3,0.874
Proposed,Inst544,9,70.83,0.88
Proposed,Inst544,10,68.63,0.888
Proposed,Inst544,11,181.4,0.838
Proposed,Inst544,12,54.43,0.864
Proposed,Inst544,13,98.65,0.842
Proposed,Inst544,14,92.55,0.85
Proposed,Inst544,15,90.42,0.829
Proposed,Inst544,16,99.01,0.884
Proposed,Inst544,17,85.93,0.858
Proposed,Inst544,18,112,0.893
Proposed,Inst544,19,137.3,0.876
Proposed,Inst544,20,19.16,0.863
Proposed,Inst544,21,103.7,0.911
Proposed,Inst544,22,68.55,0.858
Proposed,Inst544,23,120.6,0.862
Proposed,Inst544,24,88.33,0.845
Proposed,Inst544,25,108.5,0.883
Proposed,Inst544,26,60.26,0.864
Proposed,Inst544,27,1.091,0.852
Proposed,Inst544,28,106.7,0.838
Proposed,Inst544,29,54.01,0.888
Proposed,Inst544,30,117.1,0.892
Proposed,Inst545,1,69.89,0.882
Proposed,Inst545,2,111.6,0.875
Proposed,Inst545,3,64.84,0.91
Proposed,Inst545,4,101.9,0.859
Proposed,Inst545,5,109.3,0.846
Proposed,Inst545,6,113.6,0.896
Proposed,Inst545,7,70.34,0.883
Proposed,Inst545,8,28.8,0.869
Proposed,Inst545,9,110.9,0.861
Proposed,Inst545,10,80.16,0.885
Proposed,Inst545,11,83.83,0.863
Proposed,Inst545,12,108,0.847
Proposed,Inst545,13,81.08,0.863
Proposed,Inst545,14,85.52,0.869
Proposed,Inst545,15,58.63,0.855
Proposed,Inst545,16,134.1,0.866
Proposed,Inst545,17,89.36,0.875
Proposed,Inst545,18,86.04,0.858
Proposed,Inst545,19,103.4,0.857
Proposed,Inst545,20,71.46,0.909
Proposed,Inst545,21,69.15,0.887
Proposed,Inst545,22,69.66,0.884
Proposed,Inst545,23,24.35,0.853
Proposed,Inst545,24,80.86,0.867
Proposed,Inst545,25,84.01,0.872
Proposed,Inst545,26,93.1,0.862
Proposed,Inst545,27,101.6,0.866
Proposed,Inst545,28,69.93,0.885
Proposed,Inst545,29,82.9,0.878
Proposed,Inst545,30,8.238,0.866
Proposed,Inst546,1,49.54,0.897
Proposed,Inst546,2,75.99,0.845
Proposed,Inst546,3,52.17,0.869
Proposed,Inst546,4,94.98,0.851
Proposed,Inst546,5,70.78,0.834
Proposed,Inst546,6,72.62,0.889
Proposed,Inst546,7,54.37,0.871
Proposed,Inst546,8,67.73,0.86
Proposed,Inst546,9,61.84,0.881
Proposed,Inst546,10,82.37,0.907
Proposed,Inst546,11,45.18,0.86
Proposed,Inst546,12,33.13,0.85
Proposed,Inst546,13,104.2,0.855
Proposed,Inst546,14,55.38,0.82
Proposed,Inst546,15,95.75,0.826
Proposed,Inst546,16,80.02,0.833
Proposed,Inst546,17,46.75,0.852
Proposed,Inst546,18,121.1,0.884
Proposed,Inst546,19,58.25,0.876
Proposed,Inst546,20,59.29,0.837
Proposed,Inst546,21,34.01,0.868
Proposed,Inst546,22,49.66,0.856
Proposed,Inst546,23,37.76,0.852
Proposed,Inst546,24,52.37,0.888
Proposed,Inst546,25,112.6,0.87
Proposed,Inst546,26,69.71,0.869
Proposed,Inst546,27,52.44,0.852
Proposed,Inst546,28,86.39,0.866
Proposed,Inst546,29,38.13,0.861
Proposed,Inst546,30,43.37,0.868
Proposed,Inst547,1,60.22,0.829
Proposed,Inst547,2,162.9,0.853
Proposed,Inst547,3,111.5,0.797
Proposed,Inst547,4,85.64,0.824
Proposed,Inst547,5,69.67,0.853
Proposed,Inst547,6,112.9,0.837
Proposed,Inst547,7,120,0.773
Proposed,Inst547,8,82.2,0.813
Proposed,Inst547,9,125.4,0.869
Proposed,Inst547,10,112.6,0.861
Proposed,Inst547,11,102,0.796
Proposed,Inst547,12,128.5,0.848
Proposed,Inst547,13,121.1,0.824
Proposed,Inst547,14,85.43,0.857
Proposed,Inst547,15,103.2,0.822
Proposed,Inst547,16,101.1,0.83
Proposed,Inst547,17,97.63,0.81
Proposed,Inst547,18,96.11,0.846
Proposed,Inst547,19,60.36,0.861
Proposed,Inst547,20,69.3,0.815
Proposed,Inst547,21,131.6,0.839
Proposed,Inst547,22,116.2,0.865
Proposed,Inst547,23,94.43,0.834
Proposed,Inst547,24,74.28,0.813
Proposed,Inst547,25,89.1,0.85
Proposed,Inst547,26,57.17,0.837
Proposed,Inst547,27,50.44,0.815
Proposed,Inst547,28,115.6,0.843
Proposed,Inst547,29,102.1,0.832
Proposed,Inst547,30,161.2,0.861
Proposed,Inst548,1,124.1,0.838
Proposed,Inst548,2,197.4,0.84
Proposed,Inst548,3,112.2,0.868
Proposed,Inst548,4,141.4,0.853
Proposed,Inst548,5,153.3,0.844
Proposed,Inst548,6,159.3,0.849
Proposed,Inst548,7,160.4,0.857
Proposed,Inst548,8,176.2,0.851
Proposed,Inst548,9,153.9,0.849
Proposed,Inst548,10,170.3,0.817
Proposed,Inst548,11,129.7,0.853
Proposed,Inst548,12,173,0.853
Proposed,Inst548,13,197.9,0.831
Proposed,Inst548,14,169.7,0.834
Proposed,Inst548,15,168.9,0.871
Proposed,Inst548,16,184.2,0.867
Proposed,Inst548,17,166.2,0.836
Proposed,Inst548,18,187,0.856
Proposed,Inst548,19,105.3,0.84
Proposed,Inst548,20,152.3,0.851
Proposed,Inst548,21,149.3,0.895
Proposed,Inst548,22,158.8,0.855
Proposed,Inst548,23,138.4,0.851
Proposed,Inst548,24,124.1,0.84
Proposed,Inst548,25,139.4,0.839
Proposed,Inst548,26,122.1,0.794
Proposed,Inst548,27,158.4,0.808
Proposed,Inst548,28,211.2,0.845
Proposed,Inst548,29,106,0.852
Proposed,Inst548,30,168.5,0.839
Proposed,Inst549,1,105.2,0.845
Proposed,Inst549,2,92.02,0.811
Proposed,Inst549,3,103,0.854
Proposed,Inst549,4,125,0.85
Proposed,Inst549,5,136.5,0.835
Proposed,Inst549,6,88.01,0.832
Proposed,Inst549,7,104.3,0.872
Proposed,Inst549,8,101.4,0.838
Proposed,Inst549,9,108.6,0.829
Proposed,Inst549,10,120.8,0.855
Proposed,Inst549,11,140.4,0.827
Proposed,Inst549,12,148.9,0.85
Proposed,Inst549,13,93.43,0.85
Proposed,Inst549,14,112.3,0.833
Proposed,Inst549,15,47.09,0.865
Proposed,Inst549,16,115.2,0.871
Proposed,Inst549,17,97.51,0.857
Proposed,Inst549,18,103,0.846
Proposed,Inst549,19,82.35,0.832
Proposed,Inst549,20,111.3,0.867
Proposed,Inst549,21,110.2,0.815
Proposed,Inst549,22,114,0.828
Proposed,Inst549,23,5.302,0.824
Proposed,Inst549,24,135.6,0.812
Proposed,Inst549,25,58.44,0.854
Proposed,Inst549,26,112.5,0.873
Proposed,Inst549,27,96.51,0.849
Proposed,Inst549,28,96.84,0.831
Proposed,Inst549,29,82.47,0.868
Proposed,Inst549,30,129.6,0.853
Proposed,Inst550,1,18.86,0.853
Proposed,Inst550,2,88.01,0.889
Proposed,Inst550,3,30.25,0.868
Proposed,Inst550,4,29.46,0.866
Proposed,Inst550,5,36.32,0.932
Proposed,Inst550,6,43.39,0.853
Proposed,Inst550,7,8.181,0.873
Proposed,Inst550,8,56.89,0.855
Proposed,Inst550,9,94.26,0.878
Proposed,Inst550,10,19.19,0.843
Proposed,Inst550,11,41.29,0.869
Proposed,Inst550,12,21.13,0.853
Proposed,Inst550,13,24.16,0.847
Proposed,Inst550,14,75.62,0.861
Proposed,Inst550,15,67.87,0.859
Proposed,Inst550,16,77.4,0.872
Proposed,Inst550,17,62.27,0.873
Proposed,Inst550,18,64.61,0.86
Proposed,Inst550,19,92.56,0.888
Proposed,Inst550,20,18.41,0.903
Proposed,Inst550,21,59.49,0.882
Proposed,Inst550,22,-16,0.871
Proposed,Inst550,23,93.66,0.903
Proposed,Inst550,24,56.56,0.834
Proposed,Inst550,25,73.22,0.862
Proposed,Inst550,26,86.64,0.847
Proposed,Inst550,27,50.6,0.864
Proposed,Inst550,28,13.09,0.853
Proposed,Inst550,29,42.31,0.822
Proposed,Inst550,30,62.84,0.858
Proposed,Inst551,1,118.6,0.921
Proposed,Inst551,2,84.6,0.849
Proposed,Inst551,3,93.66,0.861
Proposed,Inst551,4,84.63,0.899
Proposed,Inst551,5,97.9,0.886
Proposed,Inst551,6,165.2,0.901
Proposed,Inst551,7,138.4,0.852
Proposed,Inst551,8,104.7,0.873
Proposed,Inst551,9,69,0.843
Proposed,Inst551,10,83.46,0.849
Proposed,Inst551,11,81.08,0.878
Proposed,Inst551,12,66.59,0.887
Proposed,Inst551,13,119.4,0.876
Proposed,Inst551,14,108.7,0.872
Proposed,Inst551,15,81.44,0.897
Proposed,Inst551,16,85.89,0.892
Proposed,Inst551,17,93.68,0.885
Proposed,Inst551,18,87.83,0.877
Proposed,Inst551,19,122.1,0.874
Proposed,Inst551,20,113.5,0.91
Proposed,Inst551,21,126.5,0.842
Proposed,Inst551,22,91.09,0.886
Proposed,Inst551,23,83.67,0.903
Proposed,Inst551,24,135.5,0.883
Proposed,Inst551,25,156,0.857
Proposed,Inst551,26,83.63,0.892
Proposed,Inst551,27,112.4,0.854
Proposed,Inst551,28,116.9,0.891
Proposed,Inst551,29,141,0.905
Proposed,Inst551,30,111.6,0.867
Proposed,Inst552,1,81.83,0.857
Proposed,Inst552,2,132.3,0.864
Proposed,Inst552,3,130.3,0.87
Proposed,Inst552,4,119.6,0.88
Proposed,Inst552,5,126.9,0.86
Proposed,Inst552,6,75.4,0.849
Proposed,Inst552,7,82.63,0.901
Proposed,Inst552,8,49.57,0.854
Proposed,Inst552,9,128.7,0.851
Proposed,Inst552,10,68.48,0.843
Proposed,Inst552,11,57.07,0.862
Proposed,Inst552,12,143,0.864
Proposed,Inst552,13,81.07,0.838
Proposed,Inst552,14,90.4,0.842
Proposed,Inst552,15,133.9,0.872
Proposed,Inst552,16,98.38,0.846
Proposed,Inst552,17,153.5,0.854
Proposed,Inst552,18,139.3,0.862
Proposed,Inst552,19,145.5,0.873
Proposed,Inst552,20,110.5,0.833
Proposed,Inst552,21,84.98,0.867
Proposed,Inst552,22,153.3,0.869
Proposed,Inst552,23,94.58,0.869
Proposed,Inst552,24,141.4,0.879
Proposed,Inst552,25,76.69,0.854
Proposed,Inst552,26,74.82,0.893
Proposed,Inst552,27,125,0.87
Proposed,Inst552,28,123.8,0.838
Proposed,Inst552,29,115.3,0.897
Proposed,Inst552,30,177.8,0.873
Proposed,Inst553,1,43.13,0.85
Proposed,Inst553,2,130.2,0.826
Proposed,Inst553,3,123.1,0.856
Proposed,Inst553,4,39.31,0.849
Proposed,Inst553,5,90.62,0.888
